rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,hasClaim
18128,0.42200000000000004,134,3,1,1,32,0,29,0,60,5,8,2,1,5,2,20,1,1
18129,0.41600000000000004,376,6,1,0,32,2,64,0,50,5,15,4,3,9,3,16,2,1
18130,0.7490000000000001,395,2,1,0,32,1,52,0,50,7,8,2,1,3,4,16,1,1
18131,0.083,138,6,0,1,32,1,34,0,54,5,4,4,3,3,2,15,1,1
18132,0.33299999999999996,238,6,0,0,32,0,38,0,76,5,5,4,3,3,2,12,0,1
18133,0.157,556,2,1,0,32,1,67,0,50,1,24,4,3,9,3,8,0,1
18134,0.166,136,3,1,1,32,1,29,0,95,5,8,4,3,6,4,12,1,1
18135,0.166,358,5,1,0,32,1,62,0,57,6,11,4,3,4,3,6,1,1
18136,0.7490000000000001,105,6,1,0,32,0,27,0,64,5,9,4,3,7,5,17,1,1
18137,0.794,440,0,1,0,39,0,67,0,50,5,13,2,1,8,5,11,0,1
18138,0.166,358,6,1,0,34,2,53,0,50,5,4,4,3,4,2,13,1,1
18139,0.114,118,6,1,1,25,2,28,0,76,5,7,4,3,4,4,16,1,1
18140,0.34700000000000003,162,1,0,1,32,1,36,0,64,5,6,4,3,5,2,17,1,1
18141,0.41600000000000004,127,8,0,1,32,1,28,0,57,5,0,1,3,1,1,14,1,1
18142,0.166,80,2,0,1,10,1,25,0,118,5,7,2,1,4,2,5,1,1
18143,0.263,319,8,1,0,0,2,45,0,72,4,12,4,3,5,3,17,0,1
18144,0.166,271,8,1,0,32,0,47,1,57,5,13,5,1,7,3,19,1,1
18145,0.23800000000000002,251,8,1,0,0,2,39,0,50,5,5,4,3,3,4,11,0,1
18146,0.6659999999999999,156,0,1,1,34,1,31,0,68,5,13,2,1,6,0,12,2,1
18147,0.41600000000000004,421,1,1,0,44,2,55,0,50,5,17,4,3,9,3,15,0,1
18148,0.41600000000000004,246,8,0,1,32,0,39,1,80,5,7,1,3,5,4,3,1,1
18149,0.603,370,0,0,0,29,2,61,0,50,7,11,2,1,6,4,9,1,1
18150,0.177,191,0,0,0,44,3,35,0,84,5,8,2,1,5,2,15,1,1
18151,0.9159999999999999,239,0,0,0,32,1,47,0,50,3,11,4,3,6,4,7,1,1
18152,0.583,95,8,1,1,32,1,26,0,68,5,6,4,1,4,4,18,1,1
18153,0.249,343,5,0,1,32,0,49,1,90,5,4,4,3,4,2,15,1,1
18154,0.166,187,3,0,0,32,2,34,0,80,3,13,2,1,5,3,16,1,1
18155,0.049,175,1,0,0,32,0,33,1,80,5,11,4,3,5,2,9,1,1
18156,0.379,134,0,0,0,32,1,29,0,72,4,11,4,3,6,4,15,1,1
18157,0.027999999999999997,466,8,0,0,32,0,57,0,50,4,14,4,3,5,3,8,1,1
18158,0.40700000000000003,228,2,1,0,34,1,57,0,50,4,11,2,1,5,4,16,1,1
18159,0.535,463,3,1,0,32,1,57,0,50,5,11,2,1,5,2,12,1,1
18160,0.083,204,8,1,0,32,2,38,0,51,8,2,1,3,1,0,11,1,1
18161,0.5,102,8,1,1,32,3,26,0,63,5,4,1,3,4,2,10,1,1
18162,0.49700000000000005,92,0,1,1,32,0,25,0,69,5,14,2,1,8,4,16,0,1
18163,0.132,58,0,1,0,32,1,28,0,90,5,9,2,1,5,4,13,0,1
18164,0.544,329,7,0,0,0,2,54,0,50,5,5,4,3,5,2,10,1,1
18165,0.499,436,2,1,0,32,2,59,0,90,7,7,4,3,3,4,3,0,1
18166,0.040999999999999995,139,2,1,1,32,1,30,0,91,5,8,2,1,5,2,6,1,1
18167,0.27,123,5,1,0,0,0,29,0,100,5,13,4,3,8,3,12,0,1
18168,0.077,547,0,0,0,32,2,64,0,50,5,12,4,3,7,4,15,1,1
18169,0.39899999999999997,284,4,1,0,34,2,43,0,50,5,10,4,3,7,5,20,1,1
18170,0.111,85,1,1,1,32,2,25,0,106,8,13,2,1,0,0,20,1,1
18171,0.166,127,6,0,0,32,1,29,0,57,5,9,4,3,4,2,13,1,1
18172,0.08800000000000001,362,8,0,0,39,0,76,0,50,5,1,1,3,2,1,16,1,1
18173,0.166,491,5,0,0,39,0,59,0,50,4,10,4,3,5,4,15,1,1
18174,0.249,333,7,0,0,32,1,46,1,50,5,8,4,3,5,4,16,1,1
18175,0.131,333,0,0,0,32,1,46,1,54,5,9,4,3,6,2,19,2,1
18176,0.303,91,4,1,1,34,1,25,0,72,5,8,2,1,5,2,13,1,1
18177,0.25,379,8,1,1,32,1,57,1,50,2,2,1,3,2,2,14,1,1
18178,1.0,402,1,1,0,25,2,51,0,50,8,6,4,1,2,4,8,1,1
18179,0.258,2,8,0,1,32,0,23,0,100,5,3,4,3,2,1,20,1,1
18180,0.166,399,0,1,0,32,2,51,0,50,5,18,4,3,9,3,17,0,1
18181,0.083,195,7,1,0,32,1,34,0,95,5,5,4,3,5,2,18,1,1
18182,0.166,287,8,0,1,32,1,44,1,90,5,12,4,3,6,5,7,1,1
18183,0.075,60,1,1,1,32,1,37,0,100,6,12,4,3,4,4,11,1,1
18184,0.9159999999999999,201,8,1,1,32,1,35,0,76,8,2,1,3,0,4,13,1,1
18185,0.871,69,8,1,1,32,0,28,0,95,5,0,1,3,0,2,9,1,1
18186,0.25,432,4,0,0,39,0,68,0,50,5,6,4,3,4,2,9,0,1
18187,0.41600000000000004,335,3,1,0,29,2,58,0,50,8,7,4,1,2,4,9,1,1
18188,0.6890000000000001,315,1,1,0,32,0,65,0,60,6,15,2,1,9,5,1,0,1
18189,0.282,59,7,1,1,32,0,23,0,95,5,7,4,1,4,4,19,1,1
18190,0.67,558,7,1,1,32,1,73,1,50,5,13,4,3,8,5,18,0,1
18191,0.166,159,5,1,1,44,0,37,0,85,6,18,4,3,6,3,15,0,1
18192,0.833,134,0,1,0,32,1,29,0,76,4,10,4,3,6,4,6,1,1
18193,0.747,121,5,0,0,32,1,28,0,60,5,4,5,1,3,2,15,1,1
18194,0.5770000000000001,150,0,1,0,34,1,30,0,60,7,11,2,1,4,3,14,1,1
18195,0.17600000000000002,407,6,1,0,32,1,52,0,50,5,7,4,3,5,4,4,2,1
18196,0.41600000000000004,453,4,1,0,32,2,56,0,68,2,3,2,1,1,1,15,1,1
18197,0.33299999999999996,74,3,1,0,32,1,24,0,72,5,6,2,1,4,2,17,1,1
18198,0.568,298,6,1,0,34,1,43,0,50,7,7,4,3,5,4,14,1,1
18199,0.42,586,0,1,0,39,0,67,0,73,5,6,4,3,4,2,7,1,1
18200,0.565,113,8,1,1,32,0,31,0,90,5,2,1,3,2,2,18,0,1
18201,0.528,291,0,0,0,32,2,47,0,50,5,6,4,3,4,2,20,1,1
18202,0.517,29,8,0,0,32,1,28,0,100,5,1,1,3,1,0,11,1,1
18203,0.7490000000000001,397,5,0,0,32,1,52,0,50,5,4,4,3,3,1,1,1,1
18204,0.583,577,7,0,0,39,0,68,0,50,5,10,5,1,6,4,20,1,1
18205,0.5,151,7,0,1,32,1,45,0,72,5,4,4,1,2,2,9,1,1
18206,0.002,314,2,1,0,32,1,65,0,50,5,19,2,1,8,3,17,0,1
18207,0.091,213,5,0,0,32,1,37,0,60,5,11,4,3,5,2,8,1,1
18208,0.249,509,1,1,0,32,0,63,1,50,5,5,4,3,4,1,17,1,1
18209,0.7390000000000001,600,8,1,0,39,0,78,1,50,5,9,4,3,7,5,20,1,1
18210,0.094,589,0,1,0,39,0,67,0,50,5,14,4,3,9,5,14,0,1
18211,0.019,158,7,0,0,32,1,41,0,100,5,7,4,1,4,4,20,1,1
18212,0.816,74,2,1,1,32,0,24,0,85,5,11,2,1,7,4,11,1,1
18213,0.7490000000000001,134,1,0,0,0,1,32,0,95,1,8,4,3,7,2,11,1,1
18214,0.5,401,4,1,0,39,0,72,1,50,5,5,4,3,4,2,16,2,1
18215,0.33299999999999996,46,2,1,1,10,1,21,0,95,5,3,4,3,3,1,3,1,1
18216,0.166,258,0,0,0,32,0,40,0,51,4,11,4,3,6,4,20,1,1
18217,0.314,130,5,1,0,32,1,29,0,57,5,16,4,3,9,5,12,0,1
18218,0.22399999999999998,336,6,0,0,0,1,46,0,57,5,8,4,3,5,2,16,1,1
18219,0.33299999999999996,420,5,0,0,32,0,66,0,68,5,7,4,3,4,4,8,1,1
18220,0.252,328,5,1,0,32,1,59,1,50,5,4,4,3,5,2,12,1,1
18221,0.33299999999999996,239,3,1,0,32,2,37,0,62,8,7,4,1,2,4,3,1,1
18222,0.083,69,8,0,0,32,1,28,0,76,5,4,1,3,4,2,20,1,1
18223,0.11599999999999999,154,4,0,1,10,1,31,0,80,5,4,4,3,3,2,15,1,1
18224,0.33299999999999996,238,6,0,0,32,0,38,0,76,5,5,4,3,3,2,12,0,1
18225,0.243,361,3,1,0,34,1,48,0,50,5,10,4,3,7,4,15,0,1
18226,0.249,24,5,0,0,34,0,31,0,90,3,9,4,3,6,4,20,1,1
18227,0.121,240,3,1,0,32,0,42,0,50,5,11,2,1,6,5,7,1,1
18228,0.514,317,2,1,0,32,1,49,0,50,5,9,4,3,7,5,10,1,1
18229,0.172,514,5,1,0,39,0,61,0,50,5,15,4,3,8,3,15,1,1
18230,0.5,257,8,1,0,32,1,40,0,51,6,14,4,3,8,5,16,1,1
18231,0.33299999999999996,187,5,0,1,32,1,33,1,57,1,9,4,3,7,4,5,0,1
18232,0.166,315,3,1,0,25,2,46,0,72,5,11,4,3,5,2,6,2,1
18233,0.228,117,4,0,0,32,1,31,0,68,5,10,4,3,4,2,16,1,1
18234,0.166,273,6,1,0,32,1,42,0,72,3,13,5,3,7,3,19,1,1
18235,0.249,124,4,0,1,32,1,34,1,80,5,4,4,3,3,1,3,0,1
18236,0.5,313,1,0,0,0,2,51,0,80,5,7,4,3,6,4,15,1,1
18237,0.486,70,2,0,1,32,1,24,0,76,5,6,2,1,4,2,11,1,1
18238,0.094,186,4,1,1,32,0,33,0,50,6,12,5,3,9,5,16,1,1
18239,0.111,94,8,1,1,32,1,28,0,76,5,7,1,3,6,5,20,1,1
18240,0.25,451,1,1,0,32,2,55,0,58,5,15,2,1,7,3,9,2,1
18241,0.25,191,5,0,1,32,1,35,0,80,5,3,4,3,3,1,10,1,1
18242,0.21,155,8,1,0,32,0,31,0,51,5,10,4,1,4,5,20,2,1
18243,0.11599999999999999,174,8,0,0,32,2,35,0,50,5,3,1,3,3,2,16,1,1
18244,0.9159999999999999,223,3,0,0,32,1,48,0,50,5,3,4,3,3,1,16,1,1
18245,0.6659999999999999,314,3,0,0,32,0,48,0,62,5,5,4,3,4,2,15,1,1
18246,0.583,272,0,1,0,34,1,40,0,72,3,12,2,1,3,4,17,1,1
18247,0.583,332,6,1,0,25,1,46,0,76,1,14,4,3,7,3,5,2,1
18248,0.002,353,0,1,0,32,0,47,0,50,4,10,4,3,6,4,15,1,1
18249,0.207,343,0,1,1,32,1,47,0,50,5,10,2,1,5,4,18,1,1
18250,0.9159999999999999,37,3,0,1,32,0,30,0,85,5,4,4,3,4,1,2,0,1
18251,0.40700000000000003,156,1,1,1,32,1,32,0,95,5,4,4,3,3,2,8,1,1
18252,0.51,370,0,1,0,39,0,68,0,50,5,14,2,1,9,5,16,1,1
18253,0.499,376,2,0,0,32,2,62,0,50,5,4,4,3,3,2,10,1,1
18254,0.345,514,0,1,0,32,1,61,0,50,5,7,4,3,4,2,15,1,1
18255,0.087,23,3,1,0,32,0,32,0,95,7,9,2,1,6,4,7,1,1
18256,0.40700000000000003,381,0,1,0,39,0,70,0,50,5,11,2,1,6,4,17,1,1
18257,0.833,686,3,1,0,39,0,75,0,50,5,16,5,3,8,3,7,0,1
18258,0.7490000000000001,301,5,1,0,32,0,54,0,55,2,15,4,3,9,5,8,0,1
18259,0.833,157,6,1,1,32,1,32,0,68,5,11,4,3,7,4,15,0,1
18260,0.147,265,6,1,0,32,2,40,0,50,5,6,4,3,4,2,15,1,1
18261,0.166,142,8,0,0,32,1,30,0,54,5,3,1,3,1,1,20,1,1
18262,0.617,505,1,0,0,39,0,66,0,50,5,7,4,3,6,4,17,1,1
18263,0.205,87,1,1,0,32,1,28,0,95,5,2,4,3,3,1,18,1,1
18264,0.166,85,0,1,1,32,1,26,0,95,1,10,4,3,8,2,8,0,1
18265,0.071,556,6,1,0,32,1,65,0,54,5,5,4,3,4,2,10,2,1
18266,0.6659999999999999,221,6,0,1,32,1,38,0,50,5,4,4,3,3,2,17,1,1
18267,0.75,174,2,0,0,32,0,40,0,64,5,6,4,3,4,2,7,1,1
18268,0.249,381,1,1,0,32,2,50,0,53,5,17,5,3,9,3,20,2,1
18269,0.728,222,0,0,0,30,2,56,0,54,5,12,4,3,4,0,6,1,1
18270,0.163,100,0,1,0,32,2,32,0,64,3,11,2,1,6,4,13,0,1
18271,0.41600000000000004,430,6,1,0,32,0,54,0,50,6,17,4,3,9,3,19,0,1
18272,0.002,254,0,1,0,32,2,46,0,100,6,17,2,1,6,3,9,0,1
18273,0.7490000000000001,546,8,1,0,39,0,65,0,50,2,23,4,3,9,3,18,0,1
18274,0.833,184,6,0,0,32,0,35,0,50,2,19,4,3,9,3,17,2,1
18275,0.722,453,6,1,0,0,1,55,0,50,5,3,4,3,3,1,13,1,1
18276,0.606,205,2,1,0,32,2,35,0,60,8,7,4,1,1,0,9,1,1
18277,0.046,288,1,1,0,32,0,52,1,50,5,5,4,3,5,2,19,1,1
18278,0.39899999999999997,310,4,1,0,39,0,54,1,80,5,8,4,3,6,4,16,1,1
18279,0.255,436,1,1,0,39,0,66,0,50,5,13,4,3,8,5,16,1,1
18280,0.48,172,0,0,0,32,0,33,0,64,4,11,2,1,5,4,16,1,1
18281,0.083,284,7,0,0,32,0,43,0,95,5,4,4,3,5,2,6,2,1
18282,0.161,197,3,1,0,32,1,35,0,50,5,12,2,1,7,5,14,0,1
18283,0.75,139,2,0,1,32,1,30,0,72,5,8,4,3,6,4,11,0,1
18284,0.833,192,3,1,0,29,2,37,0,68,5,4,4,3,3,2,2,1,1
18285,1.0,298,8,0,0,32,1,59,0,76,5,4,4,3,3,2,17,1,1
18286,0.348,406,0,0,0,32,1,52,0,50,5,4,4,3,4,1,12,0,1
18287,0.166,471,1,1,0,39,0,70,0,50,1,9,4,3,7,2,12,2,1
18288,0.833,96,4,1,1,34,0,27,1,80,5,9,2,1,7,4,19,0,1
18289,0.083,239,1,1,0,29,1,38,0,80,7,11,4,3,5,3,3,0,1
18290,1.0,634,1,1,0,39,0,75,0,50,5,7,4,3,7,2,20,2,1
18291,0.33299999999999996,345,7,1,0,32,2,50,0,51,5,18,4,3,9,3,8,0,1
18292,0.083,615,2,1,0,32,2,72,0,50,2,23,4,3,9,3,17,0,1
18293,0.882,450,8,1,0,39,0,92,1,50,5,5,1,3,5,2,18,1,1
18294,0.6579999999999999,286,8,1,0,32,2,47,0,100,3,13,4,3,4,3,13,1,1
18295,1.0,120,5,1,1,32,0,30,0,95,5,8,4,3,6,4,8,1,1
18296,0.5,416,1,1,0,32,0,59,0,100,5,7,4,3,5,2,15,1,1
18297,0.16899999999999998,310,1,0,0,32,1,52,0,50,5,11,2,1,7,4,16,1,1
18298,0.14400000000000002,543,3,0,1,39,0,66,0,50,5,9,4,3,6,4,14,1,1
18299,0.41600000000000004,505,0,1,0,38,3,60,0,50,5,9,4,3,6,4,7,1,1
18300,0.33299999999999996,213,0,0,1,34,1,36,0,51,3,11,2,1,5,4,9,1,1
18301,0.8809999999999999,477,3,0,1,32,0,59,0,64,5,22,4,3,9,3,15,0,1
18302,0.41600000000000004,130,1,0,1,10,1,33,0,95,5,7,2,1,4,2,15,1,1
18303,0.45799999999999996,314,3,0,0,32,1,47,0,64,7,11,4,3,7,5,7,1,1
18304,0.6,390,2,1,0,32,0,53,0,50,4,8,4,3,4,4,13,1,1
18305,0.7190000000000001,407,1,1,0,32,1,52,0,50,5,8,4,3,7,4,4,1,1
18306,0.41600000000000004,440,8,0,0,32,2,55,0,50,5,9,4,3,5,4,18,1,1
18307,0.188,130,2,1,0,32,1,30,0,64,6,17,2,1,6,3,12,0,1
18308,0.5770000000000001,492,2,1,0,32,1,62,1,50,5,5,4,3,3,2,18,1,1
18309,0.005,55,7,0,0,32,1,43,0,80,5,4,4,3,3,2,20,1,1
18310,0.132,309,0,0,0,0,2,64,0,118,5,12,4,3,8,4,16,1,1
18311,0.7490000000000001,601,4,1,0,39,0,75,1,55,5,4,4,3,5,2,15,1,1
18312,0.27699999999999997,450,6,1,0,0,1,55,0,95,6,13,5,1,2,3,13,2,1
18313,0.509,251,0,1,0,25,1,39,0,50,3,17,2,1,8,3,16,2,1
18314,0.706,72,0,0,1,32,0,24,0,95,5,14,2,1,8,5,11,0,1
18315,0.5,331,0,1,0,32,0,45,0,90,1,15,4,3,9,5,18,2,1
18316,0.5870000000000001,438,2,1,0,0,2,57,0,50,7,15,5,3,8,3,17,2,1
18317,0.8290000000000001,400,7,1,0,34,1,50,0,50,4,13,4,3,5,3,16,1,1
18318,0.166,165,1,1,1,32,1,31,0,64,5,10,4,3,6,4,11,1,1
18319,0.249,171,1,1,1,32,1,32,0,80,5,7,4,3,5,2,13,1,1
18320,0.5,189,8,1,0,32,0,38,0,95,5,10,1,3,7,3,18,1,1
18321,1.0,177,4,1,1,32,1,33,0,80,2,14,5,3,9,4,17,1,1
18322,0.5,347,1,0,1,30,2,47,0,55,5,9,4,3,6,4,15,1,1
18323,0.927,417,4,1,0,34,1,55,0,58,5,13,4,3,8,3,7,1,1
18324,0.494,131,7,0,1,32,0,35,0,100,5,4,4,3,3,2,11,1,1
18325,0.33299999999999996,87,2,1,1,32,1,26,0,95,5,9,4,3,6,2,17,1,1
18326,0.6659999999999999,237,1,0,1,32,1,39,1,72,5,4,4,3,3,2,16,1,1
18327,0.6659999999999999,456,8,0,0,39,0,66,0,50,5,2,1,3,2,2,10,1,1
18328,0.062,211,8,1,0,0,1,47,1,85,5,17,5,1,8,3,14,0,1
18329,0.25,421,0,0,0,20,0,55,0,50,5,6,4,3,4,2,15,0,1
18330,0.6659999999999999,370,3,1,0,32,1,48,0,50,5,9,4,3,6,4,5,2,1
18331,0.461,219,5,1,1,32,1,38,0,50,2,7,4,3,5,4,11,1,1
18332,0.5,708,5,1,0,39,0,79,0,61,5,16,4,3,9,3,8,2,1
18333,0.002,280,0,1,0,32,2,42,0,85,6,16,4,3,5,3,16,0,1
18334,0.583,282,4,1,0,32,1,41,0,50,5,12,2,1,7,5,12,0,1
18335,0.083,345,6,0,0,32,0,54,0,50,5,11,2,1,7,5,17,1,1
18336,0.985,339,1,1,0,39,0,62,0,50,0,10,2,1,5,4,14,1,1
18337,0.113,189,0,0,1,34,1,33,0,76,5,11,2,1,7,4,14,1,1
18338,0.33299999999999996,510,6,0,0,32,1,60,1,68,5,4,4,3,3,2,20,0,1
18339,0.71,108,2,1,0,32,0,28,1,80,5,4,4,3,4,1,14,1,1
18340,0.37799999999999995,146,4,1,1,27,2,31,0,88,5,8,4,1,3,4,19,2,1
18341,0.485,312,1,1,0,32,1,48,0,51,5,9,4,3,7,5,10,1,1
18342,0.221,181,4,1,0,32,1,35,0,100,1,5,5,3,1,1,15,1,1
18343,0.035,459,7,0,0,0,0,56,1,50,1,11,4,3,5,4,8,1,1
18344,0.133,220,0,0,1,32,0,36,1,54,1,5,5,3,1,1,15,1,1
18345,0.7170000000000001,34,8,1,1,10,1,20,0,90,5,3,1,3,2,4,16,1,1
18346,0.821,218,8,1,0,32,0,36,0,50,5,8,4,3,5,4,16,1,1
18347,0.087,237,0,1,0,32,1,38,0,95,4,14,2,1,7,4,16,1,1
18348,0.557,198,5,0,1,32,1,34,0,90,5,3,4,3,3,1,16,1,1
18349,0.6459999999999999,167,1,1,0,32,1,34,0,85,4,10,4,3,6,4,20,1,1
18350,0.499,361,6,0,0,32,0,54,0,72,5,12,4,1,5,5,17,1,1
18351,0.41600000000000004,361,1,0,0,0,2,55,0,58,5,3,4,3,4,2,15,1,1
18352,0.486,107,3,0,1,0,2,45,0,118,5,5,4,3,3,2,16,1,1
18353,0.282,127,4,1,0,32,1,33,0,85,7,15,4,3,9,5,15,2,1
18354,0.17800000000000002,285,4,1,0,32,0,41,0,50,7,4,4,3,4,4,11,1,1
18355,0.499,97,5,0,0,32,1,26,0,95,5,0,4,3,1,1,15,1,1
18356,0.042,90,2,1,0,32,1,25,0,68,1,9,4,3,8,2,17,1,1
18357,0.41600000000000004,153,6,1,1,32,0,30,0,85,5,11,4,3,6,4,3,1,1
18358,0.41600000000000004,534,2,1,0,44,2,63,0,58,6,13,2,1,4,3,9,1,1
18359,0.043,405,7,1,0,32,2,52,0,55,5,5,4,3,3,2,3,1,1
18360,0.249,159,4,1,1,34,1,34,0,50,5,5,2,1,4,2,12,1,1
18361,0.40700000000000003,193,8,0,0,32,0,34,0,85,5,3,4,3,2,1,16,1,1
18362,0.8590000000000001,409,3,1,0,39,0,73,0,50,5,5,4,3,3,1,16,1,1
18363,0.33299999999999996,462,4,1,0,32,0,56,1,76,5,5,4,3,4,2,17,1,1
18364,0.132,184,3,0,0,32,2,33,0,85,5,5,4,3,3,2,14,2,1
18365,0.077,259,6,0,0,32,1,51,0,57,5,5,4,3,3,2,19,1,1
18366,0.41600000000000004,257,1,0,0,32,0,40,1,50,4,14,2,1,6,3,15,0,1
18367,0.583,408,3,1,0,32,1,52,0,50,4,13,2,1,5,3,14,1,1
18368,0.25,80,3,1,0,32,2,31,0,76,8,7,4,1,2,4,10,0,1
18369,0.47600000000000003,536,0,1,0,39,0,64,1,50,5,9,4,3,7,4,16,0,1
18370,0.833,135,1,1,0,32,0,39,0,80,5,14,4,3,9,5,16,1,1
18371,0.75,170,2,1,1,44,2,32,0,90,5,13,5,3,9,4,8,1,1
18372,0.5,135,1,1,0,30,2,36,0,90,5,11,2,1,5,2,8,1,1
18373,0.005,137,6,1,0,32,1,30,0,90,1,10,4,3,6,4,13,1,1
18374,0.586,101,2,0,1,32,0,28,0,90,5,4,4,3,3,2,12,1,1
18375,0.469,290,8,0,1,34,1,43,1,50,5,3,1,3,2,0,15,1,1
18376,0.9159999999999999,469,2,1,0,34,0,60,0,50,5,14,2,1,8,5,4,1,1
18377,0.18100000000000002,165,2,1,0,20,0,31,0,100,5,10,2,1,7,4,20,1,1
18378,0.499,265,8,0,0,32,0,40,0,50,2,13,4,3,8,5,7,2,1
18379,0.33299999999999996,446,6,0,0,39,0,74,0,55,5,10,4,3,6,4,18,1,1
18380,0.9390000000000001,292,0,1,0,0,2,44,0,54,2,5,5,3,1,1,10,1,1
18381,0.299,45,6,1,1,32,0,24,0,85,5,4,4,3,4,2,15,1,1
18382,0.41600000000000004,227,2,0,0,25,1,37,0,85,5,11,4,3,5,2,16,1,1
18383,0.75,666,1,1,0,0,2,73,0,50,1,5,5,3,1,1,16,0,1
18384,0.426,454,8,1,0,28,2,65,0,50,7,6,4,1,1,4,16,1,1
18385,0.688,227,4,1,0,32,1,37,0,59,5,10,4,3,6,4,15,1,1
18386,0.41600000000000004,174,8,0,0,32,1,53,0,112,1,11,4,3,4,4,16,0,1
18387,0.75,112,4,0,1,32,1,30,0,118,1,10,4,3,6,4,16,2,1
18388,0.249,361,1,0,0,32,2,48,0,50,5,9,4,3,7,4,14,2,1
18389,0.9159999999999999,457,3,0,0,39,0,58,1,50,5,8,4,3,6,2,19,1,1
18390,0.25,520,3,1,0,39,0,77,0,50,5,8,4,3,6,4,15,1,1
18391,0.38799999999999996,231,4,1,1,10,1,37,0,95,2,10,4,3,7,4,12,2,1
18392,0.25,110,4,0,1,32,1,28,0,80,5,2,4,3,3,1,19,2,1
18393,0.6,607,0,0,0,39,0,70,0,50,5,5,4,3,4,2,16,1,1
18394,0.271,140,8,0,1,32,1,31,0,85,4,12,1,3,4,3,9,1,1
18395,0.833,260,8,1,0,32,1,56,0,51,5,7,4,3,5,4,11,1,1
18396,0.583,429,8,1,0,29,2,56,0,50,2,15,4,3,9,5,4,0,1
18397,0.043,52,8,0,1,32,1,26,0,90,5,1,1,3,2,2,10,1,1
18398,0.21100000000000002,117,6,1,1,32,0,29,0,80,5,6,4,1,4,4,13,1,1
18399,0.41600000000000004,558,0,1,0,32,0,65,0,50,4,14,2,1,6,3,14,0,1
18400,0.002,228,5,1,0,32,1,37,0,50,3,10,4,3,6,4,17,0,1
18401,0.25,528,8,1,0,25,1,64,0,50,5,20,4,3,9,3,6,0,1
18402,0.6,112,2,0,1,32,1,27,0,60,5,8,2,1,5,2,15,1,1
18403,0.605,317,8,0,1,32,0,51,0,50,5,8,4,3,7,4,15,1,1
18404,0.038,46,0,0,1,32,0,26,1,95,5,4,4,3,4,1,20,2,1
18405,0.166,307,8,1,0,32,1,45,0,50,5,7,4,3,6,4,18,0,1
18406,0.23800000000000002,300,1,0,1,0,2,44,0,133,5,7,4,3,6,2,6,0,1
18407,1.0,265,3,0,0,32,2,40,0,74,5,7,4,3,4,4,17,1,1
18408,0.536,82,4,1,1,34,0,31,0,100,5,7,4,3,6,4,19,0,1
18409,0.057,235,2,1,0,32,1,37,0,54,5,4,4,3,4,1,16,1,1
18410,0.9159999999999999,323,3,1,0,32,1,45,0,50,2,2,5,3,1,1,16,0,1
18411,0.107,25,8,0,1,32,1,22,0,125,5,4,1,3,5,2,3,1,1
18412,0.21100000000000002,360,7,0,0,32,0,49,0,50,5,9,4,3,5,5,18,1,1
18413,0.575,509,0,1,0,32,1,60,0,50,5,6,4,3,4,1,17,1,1
18414,0.478,132,2,1,0,32,1,29,0,72,7,12,2,1,8,5,15,1,1
18415,0.6659999999999999,376,2,0,0,34,1,54,0,50,5,4,4,3,4,1,18,1,1
18416,0.41600000000000004,369,4,1,0,0,0,56,0,50,7,16,4,3,8,3,7,0,1
18417,0.6729999999999999,115,0,0,1,32,0,30,0,100,5,7,4,3,4,2,16,1,1
18418,0.389,519,2,1,0,38,3,63,0,50,5,14,4,3,8,3,14,1,1
18419,0.012,219,3,1,1,32,0,37,0,68,5,9,4,3,7,4,13,1,1
18420,0.166,53,7,0,0,32,0,43,0,90,5,8,4,3,5,5,18,1,1
18421,0.924,209,0,1,1,32,0,36,0,76,6,12,4,3,6,5,10,0,1
18422,0.58,552,0,0,0,39,0,73,0,50,5,12,2,1,7,5,16,1,1
18423,0.489,236,6,0,1,32,1,38,0,60,5,9,4,3,6,4,14,0,1
18424,0.5,198,1,1,0,32,0,34,0,80,5,8,4,3,7,4,3,1,1
18425,0.8809999999999999,504,7,1,0,32,1,60,0,70,5,14,4,3,8,5,5,1,1
18426,0.5579999999999999,439,1,0,0,20,0,65,0,50,5,8,4,3,7,2,16,1,1
18427,0.33299999999999996,46,2,1,1,10,1,21,0,95,5,3,4,3,3,1,3,1,1
18428,0.5,655,0,0,0,39,0,79,0,50,5,7,4,3,4,2,7,1,1
18429,0.25,392,1,0,1,32,1,56,0,132,5,6,4,3,6,2,15,0,1
18430,0.868,155,4,0,1,32,1,30,0,51,5,5,4,3,4,2,15,1,1
18431,0.166,149,3,0,1,0,2,31,0,76,5,4,4,3,4,2,8,0,1
18432,0.08900000000000001,150,8,0,0,32,1,34,0,100,5,5,4,1,3,2,12,1,1
18433,0.33299999999999996,483,0,1,0,32,1,58,0,72,5,13,4,3,8,5,16,2,1
18434,0.289,464,0,1,0,0,2,56,0,50,6,18,4,3,8,3,7,0,1
18435,0.41600000000000004,91,8,1,0,29,2,25,0,68,5,1,1,3,0,2,15,1,1
18436,0.833,461,3,1,0,27,2,62,0,55,4,13,5,1,5,3,11,1,1
18437,0.5,149,1,1,0,32,2,34,0,67,8,7,4,1,2,4,15,1,1
18438,0.7490000000000001,264,7,1,1,32,1,41,0,54,5,7,4,3,5,2,15,0,1
