rowIndex,feature1,feature2,feature6,feature8,feature10,feature11,feature12,feature15,feature16,feature17,ClaimAmount
59980.0,0.833,323.0,32.0,47.0,100.0,5.0,0.0,0.0,1.0,15.0,145.70542416570717
59981.0,0.161,278.0,34.0,42.0,85.0,5.0,10.0,5.0,4.0,15.0,42.28214674587273
59982.0,1.0,58.0,32.0,22.0,80.0,5.0,3.0,2.0,2.0,16.0,145.70542416570717
59983.0,0.023,456.0,32.0,57.0,51.0,5.0,6.0,4.0,1.0,4.0,42.28214674587273
59984.0,0.278,334.0,32.0,55.0,50.0,5.0,9.0,6.0,5.0,6.0,71.432406386856
59985.0,0.43,238.0,32.0,45.0,72.0,6.0,11.0,4.0,3.0,13.0,145.70542416570717
59986.0,1.0,138.0,32.0,54.0,90.0,5.0,4.0,3.0,1.0,13.0,145.70542416570717
59987.0,0.9159999999999999,108.0,32.0,30.0,90.0,5.0,4.0,3.0,2.0,18.0,145.70542416570717
59988.0,0.377,552.0,39.0,67.0,95.0,5.0,6.0,5.0,4.0,18.0,145.70542416570717
59989.0,0.6659999999999999,132.0,32.0,36.0,84.0,5.0,4.0,4.0,2.0,20.0,145.70542416570717
59990.0,0.25,225.0,44.0,46.0,106.0,5.0,14.0,9.0,5.0,14.0,47.11130499174733
59991.0,0.226,267.0,32.0,40.0,50.0,5.0,2.0,1.0,2.0,15.0,42.28214674587273
59992.0,0.2,448.0,39.0,84.0,50.0,5.0,10.0,6.0,5.0,20.0,42.28214674587273
59993.0,0.191,262.0,0.0,47.0,50.0,5.0,10.0,7.0,3.0,11.0,42.28214674587273
59994.0,0.85,267.0,32.0,40.0,50.0,6.0,10.0,4.0,3.0,10.0,145.70542416570717
59995.0,0.09699999999999999,228.0,32.0,53.0,95.0,5.0,5.0,5.0,2.0,3.0,42.28214674587273
59996.0,1.0,312.0,34.0,44.0,50.0,5.0,11.0,7.0,5.0,20.0,145.70542416570717
59997.0,0.33299999999999996,47.0,32.0,28.0,112.0,5.0,6.0,4.0,2.0,20.0,140.50445246814928
59998.0,0.5,187.0,32.0,33.0,50.0,5.0,10.0,6.0,4.0,3.0,145.70542416570717
59999.0,0.009000000000000001,357.0,34.0,51.0,100.0,5.0,4.0,3.0,2.0,11.0,42.28214674587273
60000.0,0.102,243.0,32.0,38.0,62.0,3.0,14.0,4.0,3.0,6.0,42.28214674587273
60001.0,0.435,346.0,27.0,58.0,62.0,8.0,10.0,1.0,0.0,11.0,145.70542416570717
60002.0,0.9159999999999999,294.0,32.0,44.0,50.0,5.0,5.0,4.0,2.0,19.0,145.70542416570717
60003.0,0.9159999999999999,554.0,0.0,65.0,50.0,6.0,16.0,9.0,5.0,16.0,145.70542416570717
60004.0,0.047,53.0,32.0,28.0,85.0,5.0,0.0,1.0,1.0,11.0,42.28214674587273
60005.0,0.040999999999999995,240.0,32.0,46.0,50.0,7.0,6.0,5.0,4.0,19.0,42.28214674587273
60006.0,0.75,549.0,39.0,73.0,50.0,5.0,10.0,7.0,5.0,14.0,145.70542416570717
60007.0,0.348,320.0,32.0,46.0,52.0,8.0,12.0,0.0,0.0,5.0,145.70542416570717
60008.0,0.6659999999999999,188.0,20.0,35.0,76.0,5.0,18.0,9.0,3.0,15.0,145.70542416570717
60009.0,0.23199999999999998,106.0,32.0,26.0,80.0,5.0,5.0,3.0,2.0,15.0,42.28214674587273
60010.0,0.247,98.0,32.0,26.0,85.0,8.0,5.0,4.0,2.0,18.0,47.11130499174733
60011.0,0.091,429.0,32.0,55.0,50.0,5.0,10.0,6.0,4.0,16.0,42.28214674587273
60012.0,0.557,163.0,32.0,33.0,68.0,6.0,14.0,3.0,3.0,16.0,145.70542416570717
60013.0,0.166,571.0,39.0,68.0,50.0,5.0,16.0,9.0,3.0,12.0,42.28214674587273
60014.0,0.41600000000000004,263.0,25.0,52.0,50.0,1.0,14.0,8.0,4.0,16.0,145.70542416570717
60015.0,0.249,451.0,32.0,58.0,50.0,5.0,6.0,6.0,2.0,16.0,47.11130499174733
60016.0,0.718,286.0,20.0,41.0,50.0,3.0,13.0,7.0,3.0,17.0,145.70542416570717
60017.0,0.6659999999999999,159.0,32.0,46.0,51.0,5.0,7.0,3.0,4.0,19.0,145.70542416570717
60018.0,0.062,252.0,32.0,39.0,60.0,6.0,17.0,7.0,3.0,12.0,42.28214674587273
60019.0,0.6659999999999999,102.0,34.0,26.0,100.0,5.0,3.0,3.0,2.0,19.0,145.70542416570717
60020.0,0.049,299.0,32.0,43.0,50.0,5.0,9.0,5.0,5.0,3.0,42.28214674587273
60021.0,0.243,313.0,32.0,44.0,50.0,6.0,15.0,9.0,5.0,15.0,47.11130499174733
60022.0,0.41600000000000004,152.0,32.0,31.0,90.0,5.0,8.0,6.0,4.0,20.0,145.70542416570717
60023.0,0.083,145.0,32.0,41.0,90.0,4.0,10.0,4.0,4.0,18.0,42.28214674587273
60024.0,0.207,67.0,34.0,23.0,139.0,5.0,9.0,6.0,4.0,12.0,42.28214674587273
60025.0,0.65,241.0,32.0,42.0,50.0,5.0,8.0,4.0,2.0,16.0,145.70542416570717
60026.0,0.7859999999999999,219.0,32.0,36.0,57.0,6.0,17.0,5.0,3.0,15.0,145.70542416570717
60027.0,0.33,240.0,29.0,38.0,64.0,6.0,13.0,4.0,5.0,10.0,140.50445246814928
60028.0,0.136,214.0,32.0,38.0,60.0,5.0,3.0,3.0,1.0,17.0,42.28214674587273
60029.0,0.5,814.0,39.0,85.0,80.0,5.0,5.0,4.0,2.0,16.0,145.70542416570717
60030.0,0.8220000000000001,235.0,25.0,39.0,118.0,3.0,11.0,6.0,4.0,4.0,145.70542416570717
60031.0,0.499,403.0,32.0,60.0,67.0,8.0,11.0,6.0,0.0,1.0,145.70542416570717
60032.0,0.75,315.0,0.0,46.0,52.0,5.0,12.0,8.0,4.0,17.0,145.70542416570717
60033.0,0.789,505.0,32.0,60.0,50.0,1.0,21.0,9.0,3.0,17.0,145.70542416570717
60034.0,0.33299999999999996,370.0,39.0,72.0,50.0,5.0,6.0,4.0,2.0,12.0,140.50445246814928
60035.0,0.32899999999999996,98.0,32.0,26.0,85.0,2.0,11.0,8.0,4.0,12.0,140.50445246814928
60036.0,0.188,79.0,32.0,53.0,76.0,5.0,4.0,5.0,2.0,12.0,42.28214674587273
60037.0,0.325,338.0,32.0,47.0,50.0,5.0,9.0,6.0,4.0,16.0,140.50445246814928
60038.0,0.5,164.0,32.0,31.0,69.0,2.0,8.0,8.0,4.0,12.0,145.70542416570717
60039.0,0.9159999999999999,13.0,32.0,32.0,125.0,5.0,4.0,3.0,2.0,20.0,145.70542416570717
60040.0,0.773,250.0,32.0,39.0,50.0,5.0,5.0,3.0,1.0,5.0,145.70542416570717
60041.0,0.311,138.0,32.0,30.0,60.0,5.0,8.0,5.0,2.0,15.0,140.50445246814928
60042.0,0.713,409.0,34.0,54.0,50.0,5.0,5.0,4.0,2.0,19.0,145.70542416570717
60043.0,0.7490000000000001,300.0,32.0,44.0,50.0,5.0,5.0,4.0,2.0,18.0,145.70542416570717
60044.0,0.113,345.0,32.0,49.0,50.0,5.0,11.0,7.0,3.0,16.0,42.28214674587273
60045.0,0.192,159.0,32.0,31.0,68.0,5.0,7.0,5.0,2.0,16.0,42.28214674587273
60046.0,0.083,311.0,32.0,44.0,50.0,6.0,20.0,8.0,3.0,11.0,42.28214674587273
60047.0,0.746,428.0,25.0,53.0,50.0,4.0,10.0,4.0,5.0,11.0,145.70542416570717
60048.0,0.006,576.0,39.0,74.0,50.0,6.0,16.0,8.0,3.0,17.0,42.28214674587273
60049.0,0.853,175.0,32.0,34.0,64.0,5.0,3.0,4.0,2.0,16.0,145.70542416570717
60050.0,0.583,303.0,0.0,45.0,50.0,5.0,10.0,8.0,4.0,11.0,145.70542416570717
60051.0,0.10300000000000001,94.0,32.0,33.0,100.0,5.0,5.0,3.0,2.0,13.0,42.28214674587273
60052.0,0.099,323.0,32.0,45.0,50.0,5.0,7.0,5.0,2.0,1.0,42.28214674587273
60053.0,0.249,167.0,32.0,31.0,50.0,5.0,4.0,3.0,2.0,10.0,47.11130499174733
60054.0,0.136,390.0,32.0,50.0,57.0,5.0,4.0,4.0,1.0,16.0,42.28214674587273
60055.0,0.17300000000000001,657.0,39.0,86.0,57.0,5.0,0.0,1.0,1.0,13.0,42.28214674587273
60056.0,0.353,216.0,32.0,36.0,59.0,8.0,10.0,3.0,0.0,12.0,145.70542416570717
60057.0,0.33299999999999996,379.0,32.0,50.0,50.0,5.0,4.0,3.0,1.0,10.0,140.50445246814928
60058.0,0.46299999999999997,93.0,32.0,25.0,100.0,5.0,4.0,3.0,1.0,15.0,145.70542416570717
60059.0,0.9329999999999999,284.0,32.0,45.0,50.0,5.0,4.0,3.0,2.0,15.0,145.70542416570717
60060.0,0.083,74.0,32.0,24.0,72.0,5.0,0.0,3.0,2.0,20.0,42.28214674587273
60061.0,0.307,170.0,32.0,50.0,54.0,5.0,5.0,5.0,2.0,10.0,140.50445246814928
60062.0,0.7490000000000001,414.0,32.0,52.0,50.0,1.0,10.0,7.0,4.0,10.0,145.70542416570717
60063.0,0.6729999999999999,834.0,39.0,87.0,50.0,5.0,4.0,3.0,1.0,17.0,145.70542416570717
60064.0,0.23,437.0,32.0,54.0,50.0,5.0,5.0,4.0,1.0,7.0,42.28214674587273
60065.0,0.6659999999999999,97.0,32.0,26.0,72.0,5.0,4.0,3.0,4.0,17.0,145.70542416570717
60066.0,0.217,460.0,44.0,60.0,85.0,5.0,16.0,8.0,3.0,17.0,42.28214674587273
60067.0,0.833,243.0,32.0,38.0,53.0,5.0,5.0,3.0,2.0,12.0,145.70542416570717
60068.0,0.036000000000000004,76.0,34.0,27.0,90.0,5.0,2.0,1.0,2.0,11.0,42.28214674587273
60069.0,0.215,880.0,39.0,91.0,72.0,5.0,6.0,4.0,2.0,7.0,42.28214674587273
60070.0,0.75,553.0,39.0,65.0,50.0,5.0,4.0,4.0,1.0,12.0,145.70542416570717
60071.0,0.833,452.0,27.0,56.0,50.0,5.0,6.0,4.0,2.0,7.0,145.70542416570717
60072.0,0.319,180.0,32.0,33.0,100.0,5.0,5.0,2.0,1.0,7.0,140.50445246814928
60073.0,0.5,568.0,32.0,67.0,50.0,6.0,22.0,9.0,3.0,7.0,145.70542416570717
60074.0,0.249,369.0,32.0,57.0,50.0,1.0,9.0,8.0,2.0,12.0,47.11130499174733
60075.0,0.040999999999999995,140.0,32.0,31.0,66.0,1.0,0.0,1.0,0.0,10.0,42.28214674587273
60076.0,0.141,438.0,0.0,55.0,50.0,5.0,10.0,7.0,3.0,13.0,42.28214674587273
60077.0,0.083,300.0,32.0,43.0,57.0,5.0,19.0,9.0,3.0,3.0,42.28214674587273
60078.0,0.33299999999999996,435.0,0.0,55.0,50.0,1.0,16.0,8.0,5.0,8.0,140.50445246814928
60079.0,0.253,429.0,34.0,53.0,50.0,7.0,10.0,8.0,5.0,14.0,52.00067153683303
60080.0,0.27399999999999997,450.0,32.0,55.0,50.0,2.0,12.0,8.0,5.0,15.0,71.432406386856
60081.0,0.41600000000000004,101.0,32.0,27.0,90.0,5.0,6.0,4.0,2.0,15.0,145.70542416570717
60082.0,0.256,431.0,39.0,65.0,81.0,5.0,6.0,5.0,2.0,14.0,52.00067153683303
60083.0,0.284,525.0,39.0,63.0,50.0,1.0,11.0,8.0,4.0,12.0,88.34888328943308
60084.0,0.187,660.0,39.0,73.0,50.0,1.0,11.0,7.0,4.0,16.0,42.28214674587273
60085.0,0.249,139.0,32.0,33.0,95.0,5.0,2.0,2.0,2.0,18.0,47.11130499174733
60086.0,0.8859999999999999,481.0,39.0,71.0,50.0,5.0,8.0,6.0,5.0,12.0,145.70542416570717
60087.0,0.255,334.0,34.0,50.0,54.0,0.0,11.0,1.0,0.0,13.0,52.00067153683303
60088.0,0.071,365.0,32.0,49.0,50.0,5.0,5.0,3.0,2.0,13.0,42.28214674587273
60089.0,0.49700000000000005,360.0,32.0,59.0,76.0,4.0,10.0,5.0,4.0,20.0,145.70542416570717
60090.0,0.215,87.0,10.0,26.0,80.0,5.0,4.0,3.0,2.0,15.0,42.28214674587273
60091.0,0.37799999999999995,124.0,32.0,28.0,95.0,5.0,4.0,4.0,1.0,15.0,145.70542416570717
60092.0,0.8859999999999999,179.0,32.0,36.0,90.0,5.0,4.0,2.0,1.0,16.0,145.70542416570717
60093.0,0.833,203.0,32.0,35.0,50.0,1.0,9.0,3.0,4.0,15.0,145.70542416570717
60094.0,0.5579999999999999,161.0,32.0,31.0,51.0,3.0,10.0,5.0,4.0,12.0,145.70542416570717
60095.0,0.021,423.0,32.0,54.0,124.0,6.0,18.0,8.0,3.0,17.0,42.28214674587273
60096.0,0.528,192.0,32.0,35.0,64.0,3.0,11.0,6.0,4.0,8.0,145.70542416570717
60097.0,0.039,504.0,20.0,63.0,50.0,5.0,5.0,3.0,2.0,17.0,42.28214674587273
60098.0,0.6659999999999999,564.0,39.0,68.0,50.0,5.0,7.0,7.0,2.0,14.0,145.70542416570717
60099.0,0.469,342.0,20.0,51.0,50.0,5.0,4.0,4.0,2.0,7.0,145.70542416570717
60100.0,0.002,280.0,32.0,42.0,85.0,6.0,16.0,5.0,3.0,16.0,42.28214674587273
60101.0,0.249,159.0,34.0,34.0,50.0,5.0,5.0,4.0,2.0,12.0,47.11130499174733
60102.0,0.166,106.0,32.0,29.0,100.0,2.0,6.0,5.0,4.0,18.0,42.28214674587273
60103.0,0.5,450.0,32.0,60.0,50.0,5.0,12.0,7.0,3.0,18.0,145.70542416570717
60104.0,0.247,520.0,39.0,62.0,50.0,5.0,6.0,6.0,2.0,16.0,47.11130499174733
60105.0,0.428,163.0,25.0,31.0,83.0,8.0,9.0,4.0,0.0,2.0,145.70542416570717
60106.0,0.166,75.0,32.0,35.0,112.0,6.0,12.0,5.0,5.0,18.0,42.28214674587273
60107.0,0.996,378.0,32.0,51.0,50.0,2.0,15.0,9.0,5.0,20.0,145.70542416570717
60108.0,0.013000000000000001,40.0,10.0,25.0,90.0,5.0,6.0,4.0,2.0,13.0,42.28214674587273
60109.0,0.325,168.0,32.0,32.0,72.0,5.0,4.0,3.0,2.0,19.0,140.50445246814928
60110.0,0.083,452.0,20.0,57.0,90.0,5.0,11.0,5.0,5.0,15.0,42.28214674587273
60111.0,0.441,428.0,32.0,55.0,50.0,7.0,13.0,7.0,5.0,15.0,145.70542416570717
60112.0,0.083,468.0,39.0,59.0,50.0,5.0,8.0,6.0,2.0,19.0,42.28214674587273
60113.0,0.033,462.0,0.0,73.0,50.0,5.0,15.0,9.0,3.0,3.0,42.28214674587273
60114.0,0.26899999999999996,368.0,0.0,51.0,72.0,5.0,11.0,6.0,4.0,12.0,71.432406386856
60115.0,0.188,129.0,32.0,30.0,80.0,5.0,7.0,5.0,4.0,13.0,42.28214674587273
60116.0,0.613,101.0,32.0,31.0,64.0,5.0,12.0,8.0,5.0,12.0,145.70542416570717
60117.0,0.583,677.0,29.0,74.0,50.0,5.0,6.0,6.0,2.0,15.0,145.70542416570717
60118.0,0.177,452.0,44.0,67.0,61.0,5.0,12.0,7.0,5.0,6.0,42.28214674587273
60119.0,0.486,138.0,34.0,44.0,90.0,5.0,5.0,3.0,2.0,19.0,145.70542416570717
60120.0,0.833,609.0,39.0,72.0,50.0,5.0,11.0,7.0,3.0,16.0,145.70542416570717
60121.0,0.267,357.0,32.0,53.0,76.0,5.0,12.0,5.0,5.0,17.0,71.432406386856
60122.0,0.083,491.0,39.0,63.0,72.0,5.0,3.0,3.0,2.0,14.0,42.28214674587273
60123.0,0.077,355.0,29.0,49.0,95.0,5.0,8.0,4.0,2.0,17.0,42.28214674587273
60124.0,0.5,160.0,34.0,31.0,54.0,5.0,6.0,4.0,4.0,8.0,145.70542416570717
60125.0,0.5,236.0,32.0,37.0,56.0,8.0,10.0,3.0,0.0,10.0,145.70542416570717
60126.0,0.003,55.0,32.0,22.0,100.0,5.0,1.0,1.0,2.0,15.0,42.28214674587273
60127.0,0.41100000000000003,433.0,29.0,55.0,50.0,5.0,8.0,5.0,4.0,19.0,145.70542416570717
60128.0,0.033,462.0,0.0,73.0,50.0,5.0,15.0,9.0,3.0,3.0,42.28214674587273
60129.0,0.17300000000000001,153.0,32.0,31.0,54.0,2.0,11.0,6.0,5.0,9.0,42.28214674587273
60130.0,0.22899999999999998,147.0,34.0,31.0,90.0,5.0,9.0,5.0,4.0,18.0,42.28214674587273
60131.0,0.9159999999999999,509.0,32.0,60.0,50.0,5.0,13.0,8.0,5.0,10.0,145.70542416570717
60132.0,0.01,345.0,34.0,50.0,50.0,4.0,9.0,4.0,4.0,15.0,42.28214674587273
60133.0,0.33299999999999996,366.0,39.0,81.0,50.0,5.0,9.0,6.0,4.0,15.0,140.50445246814928
60134.0,0.054000000000000006,245.0,4.0,38.0,73.0,5.0,9.0,5.0,4.0,8.0,42.28214674587273
60135.0,0.166,235.0,27.0,39.0,50.0,4.0,10.0,5.0,4.0,9.0,42.28214674587273
60136.0,0.19699999999999998,181.0,32.0,34.0,80.0,5.0,10.0,6.0,4.0,14.0,42.28214674587273
60137.0,0.8109999999999999,132.0,32.0,29.0,90.0,5.0,5.0,3.0,2.0,19.0,145.70542416570717
60138.0,0.23600000000000002,186.0,32.0,34.0,80.0,5.0,4.0,4.0,2.0,19.0,42.28214674587273
60139.0,0.5,180.0,32.0,33.0,60.0,7.0,12.0,7.0,5.0,19.0,145.70542416570717
60140.0,0.29600000000000004,96.0,32.0,26.0,72.0,5.0,4.0,4.0,2.0,15.0,140.50445246814928
60141.0,0.307,72.0,10.0,24.0,72.0,5.0,6.0,3.0,2.0,14.0,140.50445246814928
60142.0,0.16899999999999998,275.0,32.0,50.0,100.0,5.0,6.0,3.0,2.0,11.0,42.28214674587273
60143.0,0.094,58.0,32.0,26.0,95.0,5.0,4.0,3.0,2.0,19.0,42.28214674587273
60144.0,0.9159999999999999,242.0,32.0,38.0,90.0,5.0,7.0,4.0,4.0,14.0,145.70542416570717
60145.0,0.166,14.0,32.0,30.0,95.0,5.0,5.0,3.0,2.0,13.0,42.28214674587273
60146.0,0.125,298.0,20.0,48.0,100.0,5.0,8.0,7.0,2.0,1.0,42.28214674587273
60147.0,0.6659999999999999,395.0,32.0,53.0,50.0,5.0,9.0,5.0,4.0,15.0,145.70542416570717
60148.0,0.046,37.0,25.0,25.0,95.0,5.0,13.0,3.0,5.0,20.0,42.28214674587273
60149.0,0.33299999999999996,184.0,32.0,38.0,95.0,5.0,12.0,5.0,3.0,13.0,140.50445246814928
60150.0,0.094,505.0,39.0,62.0,50.0,4.0,13.0,5.0,3.0,18.0,42.28214674587273
60151.0,0.7490000000000001,112.0,32.0,29.0,85.0,5.0,6.0,3.0,2.0,19.0,145.70542416570717
60152.0,0.002,493.0,39.0,61.0,50.0,5.0,14.0,8.0,5.0,20.0,42.28214674587273
60153.0,0.521,408.0,32.0,74.0,100.0,6.0,12.0,6.0,5.0,2.0,145.70542416570717
60154.0,0.25,486.0,32.0,60.0,80.0,2.0,4.0,1.0,1.0,17.0,47.11130499174733
60155.0,0.9159999999999999,115.0,32.0,33.0,118.0,5.0,9.0,6.0,4.0,15.0,145.70542416570717
60156.0,0.9079999999999999,153.0,32.0,31.0,85.0,5.0,5.0,4.0,2.0,18.0,145.70542416570717
60157.0,1.0,397.0,34.0,59.0,50.0,7.0,13.0,7.0,5.0,11.0,145.70542416570717
60158.0,0.9159999999999999,390.0,0.0,51.0,73.0,4.0,8.0,5.0,4.0,16.0,145.70542416570717
60159.0,0.858,387.0,32.0,59.0,50.0,5.0,12.0,5.0,5.0,12.0,145.70542416570717
60160.0,1.0,93.0,34.0,32.0,87.0,5.0,6.0,3.0,2.0,20.0,145.70542416570717
60161.0,0.166,232.0,32.0,37.0,54.0,5.0,3.0,3.0,1.0,17.0,42.28214674587273
60162.0,0.166,120.0,32.0,28.0,68.0,5.0,3.0,3.0,2.0,12.0,42.28214674587273
60163.0,0.025,482.0,39.0,61.0,50.0,5.0,15.0,8.0,3.0,18.0,42.28214674587273
60164.0,0.25,171.0,32.0,32.0,72.0,5.0,10.0,7.0,5.0,9.0,47.11130499174733
60165.0,0.499,772.0,39.0,82.0,55.0,5.0,8.0,6.0,2.0,16.0,145.70542416570717
60166.0,0.583,94.0,32.0,25.0,76.0,5.0,6.0,4.0,2.0,17.0,145.70542416570717
60167.0,0.33299999999999996,377.0,32.0,54.0,85.0,5.0,6.0,4.0,2.0,17.0,140.50445246814928
60168.0,0.22399999999999998,472.0,39.0,83.0,113.0,5.0,14.0,9.0,5.0,4.0,42.28214674587273
60169.0,0.083,367.0,32.0,53.0,50.0,2.0,4.0,1.0,1.0,15.0,42.28214674587273
60170.0,0.327,387.0,32.0,61.0,57.0,5.0,11.0,6.0,5.0,12.0,140.50445246814928
60171.0,0.124,197.0,32.0,37.0,68.0,5.0,7.0,4.0,2.0,16.0,42.28214674587273
60172.0,0.584,219.0,0.0,50.0,70.0,7.0,7.0,2.0,4.0,13.0,145.70542416570717
60173.0,1.0,139.0,32.0,41.0,64.0,5.0,9.0,7.0,3.0,11.0,145.70542416570717
60174.0,0.16899999999999998,380.0,32.0,58.0,50.0,5.0,10.0,4.0,5.0,14.0,42.28214674587273
60175.0,0.003,433.0,32.0,66.0,50.0,5.0,13.0,8.0,5.0,11.0,42.28214674587273
60176.0,0.135,172.0,32.0,32.0,90.0,6.0,17.0,8.0,3.0,7.0,42.28214674587273
60177.0,0.6890000000000001,595.0,32.0,68.0,50.0,5.0,13.0,6.0,5.0,4.0,145.70542416570717
60178.0,0.5,180.0,32.0,33.0,60.0,7.0,12.0,7.0,5.0,19.0,145.70542416570717
60179.0,0.002,259.0,32.0,51.0,57.0,5.0,5.0,3.0,2.0,19.0,42.28214674587273
60180.0,0.7490000000000001,267.0,0.0,44.0,50.0,3.0,10.0,6.0,4.0,18.0,145.70542416570717
60181.0,0.057,492.0,0.0,61.0,50.0,5.0,3.0,4.0,2.0,16.0,42.28214674587273
60182.0,0.47200000000000003,540.0,34.0,63.0,50.0,1.0,8.0,7.0,2.0,20.0,145.70542416570717
60183.0,0.41600000000000004,197.0,32.0,34.0,64.0,5.0,10.0,5.0,2.0,16.0,145.70542416570717
60184.0,0.166,439.0,32.0,56.0,57.0,1.0,24.0,9.0,3.0,16.0,42.28214674587273
60185.0,0.083,366.0,39.0,78.0,85.0,5.0,4.0,4.0,2.0,15.0,42.28214674587273
60186.0,0.5770000000000001,271.0,32.0,40.0,50.0,5.0,4.0,4.0,1.0,16.0,145.70542416570717
60187.0,0.405,257.0,32.0,40.0,64.0,7.0,7.0,4.0,4.0,17.0,145.70542416570717
60188.0,0.499,130.0,44.0,39.0,84.0,4.0,14.0,6.0,3.0,6.0,145.70542416570717
60189.0,0.249,720.0,25.0,77.0,50.0,5.0,11.0,7.0,5.0,14.0,47.11130499174733
60190.0,0.244,335.0,34.0,47.0,50.0,5.0,6.0,4.0,4.0,20.0,47.11130499174733
60191.0,0.006,300.0,44.0,53.0,68.0,5.0,8.0,4.0,4.0,14.0,42.28214674587273
60192.0,1.0,153.0,32.0,47.0,64.0,5.0,10.0,8.0,5.0,18.0,145.70542416570717
60193.0,0.848,430.0,32.0,54.0,50.0,6.0,20.0,9.0,3.0,16.0,145.70542416570717
60194.0,1.0,238.0,32.0,37.0,93.0,5.0,8.0,5.0,4.0,8.0,145.70542416570717
60195.0,0.33299999999999996,672.0,39.0,74.0,50.0,5.0,15.0,9.0,5.0,12.0,140.50445246814928
60196.0,0.21899999999999997,401.0,44.0,51.0,50.0,7.0,13.0,7.0,5.0,8.0,42.28214674587273
60197.0,0.662,119.0,25.0,28.0,64.0,5.0,3.0,3.0,2.0,18.0,145.70542416570717
60198.0,0.311,202.0,32.0,39.0,64.0,5.0,8.0,4.0,4.0,19.0,140.50445246814928
60199.0,0.705,142.0,32.0,37.0,51.0,5.0,8.0,5.0,4.0,17.0,145.70542416570717
60200.0,0.23800000000000002,363.0,32.0,49.0,106.0,3.0,14.0,5.0,3.0,19.0,42.28214674587273
60201.0,0.386,193.0,0.0,42.0,50.0,5.0,8.0,5.0,4.0,6.0,145.70542416570717
60202.0,0.083,271.0,32.0,42.0,90.0,8.0,11.0,4.0,3.0,19.0,42.28214674587273
60203.0,0.322,393.0,38.0,51.0,50.0,5.0,7.0,4.0,2.0,11.0,140.50445246814928
60204.0,0.41600000000000004,178.0,32.0,35.0,85.0,5.0,12.0,8.0,5.0,20.0,145.70542416570717
60205.0,0.6659999999999999,296.0,32.0,43.0,50.0,5.0,7.0,5.0,4.0,11.0,145.70542416570717
60206.0,0.552,414.0,0.0,57.0,58.0,5.0,12.0,8.0,5.0,11.0,145.70542416570717
60207.0,0.833,301.0,34.0,43.0,50.0,5.0,3.0,3.0,1.0,12.0,145.70542416570717
60208.0,0.519,90.0,29.0,26.0,95.0,8.0,5.0,1.0,4.0,19.0,145.70542416570717
60209.0,0.6890000000000001,461.0,32.0,58.0,50.0,5.0,6.0,5.0,4.0,16.0,145.70542416570717
60210.0,0.39,491.0,39.0,59.0,50.0,6.0,17.0,7.0,3.0,12.0,145.70542416570717
60211.0,0.342,240.0,0.0,39.0,54.0,5.0,5.0,3.0,2.0,20.0,145.70542416570717
60212.0,0.25,62.0,10.0,24.0,85.0,5.0,6.0,3.0,2.0,18.0,47.11130499174733
60213.0,0.556,658.0,39.0,79.0,72.0,5.0,2.0,2.0,2.0,15.0,145.70542416570717
60214.0,0.75,157.0,32.0,31.0,72.0,5.0,8.0,6.0,4.0,14.0,145.70542416570717
60215.0,0.285,154.0,4.0,32.0,51.0,5.0,5.0,4.0,2.0,15.0,88.34888328943308
60216.0,0.083,495.0,39.0,77.0,50.0,7.0,8.0,2.0,4.0,11.0,42.28214674587273
60217.0,0.402,212.0,32.0,35.0,51.0,7.0,13.0,8.0,5.0,17.0,145.70542416570717
60218.0,0.368,425.0,32.0,54.0,90.0,5.0,6.0,4.0,2.0,15.0,145.70542416570717
60219.0,0.049,466.0,39.0,83.0,64.0,5.0,3.0,1.0,1.0,4.0,42.28214674587273
60220.0,0.253,145.0,34.0,31.0,72.0,5.0,5.0,4.0,2.0,16.0,52.00067153683303
60221.0,0.075,167.0,32.0,32.0,85.0,3.0,11.0,6.0,4.0,15.0,42.28214674587273
60222.0,0.083,49.0,10.0,23.0,80.0,5.0,5.0,3.0,1.0,7.0,42.28214674587273
60223.0,0.583,650.0,39.0,75.0,50.0,5.0,5.0,3.0,2.0,12.0,145.70542416570717
60224.0,0.75,453.0,32.0,60.0,50.0,4.0,10.0,5.0,4.0,12.0,145.70542416570717
60225.0,0.5,143.0,32.0,59.0,64.0,5.0,6.0,4.0,4.0,14.0,145.70542416570717
60226.0,0.066,128.0,32.0,29.0,60.0,5.0,15.0,9.0,3.0,8.0,42.28214674587273
60227.0,0.34,142.0,32.0,30.0,72.0,8.0,4.0,3.0,2.0,11.0,140.50445246814928
60228.0,0.474,141.0,32.0,34.0,76.0,5.0,10.0,7.0,5.0,12.0,145.70542416570717
60229.0,0.006,247.0,25.0,39.0,50.0,4.0,9.0,4.0,4.0,15.0,42.28214674587273
60230.0,0.434,232.0,34.0,39.0,51.0,5.0,10.0,7.0,4.0,10.0,145.70542416570717
60231.0,0.228,443.0,39.0,74.0,50.0,5.0,8.0,5.0,4.0,4.0,42.28214674587273
60232.0,0.083,242.0,0.0,38.0,95.0,8.0,6.0,4.0,2.0,16.0,42.28214674587273
60233.0,0.847,144.0,32.0,50.0,95.0,8.0,4.0,3.0,2.0,16.0,145.70542416570717
60234.0,0.266,178.0,49.0,33.0,50.0,4.0,10.0,6.0,4.0,20.0,71.432406386856
60235.0,0.9159999999999999,187.0,32.0,36.0,76.0,5.0,4.0,2.0,2.0,12.0,145.70542416570717
